,start_time,open,high,low,close,position
29,2017-08-17T21:30:00+08:00,1315.0,1315.0,1314.0,1314.0,23758
30,2017-08-17T21:31:00+08:00,1314.0,1314.5,1314.0,1314.0,23750
31,2017-08-17T21:32:00+08:00,1313.0,1313.0,1309.5,1310.5,23706
32,2017-08-17T21:33:00+08:00,1310.0,1310.5,1310.0,1310.5,23676
33,2017-08-17T21:34:00+08:00,1310.0,1310.5,1310.0,1310.5,23662
34,2017-08-17T21:35:00+08:00,1310.0,1310.5,1310.0,1310.5,23656
35,2017-08-17T21:36:00+08:00,1310.5,1310.5,1310.5,1310.5,23644
36,2017-08-17T21:37:00+08:00,1311.0,1313.0,1311.0,1313.0,23632
37,2017-08-17T21:38:00+08:00,1312.5,1314.0,1312.5,1314.0,23634
38,2017-08-17T21:39:00+08:00,1314.0,1314.0,1312.0,1312.0,23626
39,2017-08-17T21:40:00+08:00,1313.0,1313.0,1313.0,1313.0,23616
40,2017-08-17T21:41:00+08:00,1313.0,1313.0,1313.0,1313.0,23616
41,2017-08-17T21:42:00+08:00,1313.0,1313.0,1312.5,1312.5,23612
42,2017-08-17T21:43:00+08:00,1312.5,1317.0,1312.5,1317.0,23588
43,2017-08-17T21:46:00+08:00,1315.5,1315.5,1314.5,1314.5,23582
44,2017-08-17T21:47:00+08:00,1315.0,1315.0,1315.0,1315.0,23578
45,2017-08-17T21:48:00+08:00,1315.0,1315.0,1314.5,1314.5,23570
46,2017-08-17T21:50:00+08:00,1313.5,1313.5,1313.0,1313.0,23572
47,2017-08-17T21:51:00+08:00,1314.0,1314.5,1314.0,1314.5,23564
48,2017-08-17T21:52:00+08:00,1315.0,1315.0,1315.0,1315.0,23564
49,2017-08-17T21:54:00+08:00,1313.5,1313.5,1313.5,1313.5,23556
50,2017-08-17T21:55:00+08:00,1313.0,1313.0,1312.5,1312.5,23550
51,2017-08-17T21:56:00+08:00,1312.5,1312.5,1312.5,1312.5,23542
52,2017-08-17T21:57:00+08:00,1313.0,1313.0,1313.0,1313.0,23534
53,2017-08-17T21:58:00+08:00,1312.5,1313.0,1312.5,1313.0,23520
54,2017-08-17T21:59:00+08:00,1312.5,1313.0,1312.5,1313.0,23510
55,2017-08-17T22:00:00+08:00,1313.5,1314.5,1313.5,1314.5,23496
56,2017-08-17T22:01:00+08:00,1315.0,1315.0,1314.5,1314.5,23474
57,2017-08-17T22:02:00+08:00,1316.0,1316.0,1314.0,1315.0,23476
58,2017-08-17T22:03:00+08:00,1314.5,1314.5,1314.5,1314.5,23476
59,2017-08-17T22:06:00+08:00,1315.5,1315.5,1315.5,1315.5,23462
60,2017-08-17T22:07:00+08:00,1315.0,1316.0,1315.0,1315.0,23454
61,2017-08-17T22:08:00+08:00,1314.5,1314.5,1313.5,1314.0,23456
62,2017-08-17T22:09:00+08:00,1313.5,1313.5,1313.5,1313.5,23452
63,2017-08-17T22:10:00+08:00,1313.0,1313.0,1313.0,1313.0,23452
64,2017-08-17T22:11:00+08:00,1314.0,1314.0,1314.0,1314.0,23446
65,2017-08-17T22:12:00+08:00,1313.0,1313.0,1312.5,1312.5,23446
66,2017-08-17T22:13:00+08:00,1312.5,1312.5,1312.0,1312.0,23418
67,2017-08-17T22:14:00+08:00,1312.5,1312.5,1312.5,1312.5,23418
68,2017-08-17T22:15:00+08:00,1312.5,1312.5,1310.0,1312.0,23392
69,2017-08-17T22:16:00+08:00,1311.5,1311.5,1311.5,1311.5,23390
70,2017-08-17T22:17:00+08:00,1311.0,1311.0,1311.0,1311.0,23388
71,2017-08-17T22:18:00+08:00,1312.0,1312.0,1312.0,1312.0,23388
72,2017-08-17T22:19:00+08:00,1313.0,1313.0,1313.0,1313.0,23388
73,2017-08-17T22:20:00+08:00,1312.0,1312.0,1312.0,1312.0,23398
74,2017-08-17T22:21:00+08:00,1313.5,1314.0,1313.5,1314.0,23400
75,2017-08-17T22:22:00+08:00,1314.5,1314.5,1312.5,1312.5,23398
76,2017-08-17T22:25:00+08:00,1312.0,1312.0,1312.0,1312.0,23396
77,2017-08-17T22:26:00+08:00,1313.5,1314.0,1313.5,1314.0,23398
78,2017-08-17T22:27:00+08:00,1313.0,1313.0,1313.0,1313.0,23400
79,2017-08-17T22:28:00+08:00,1312.5,1312.5,1312.5,1312.5,23400
80,2017-08-17T22:29:00+08:00,1313.5,1314.0,1313.0,1314.0,23400
81,2017-08-17T22:30:00+08:00,1312.5,1312.5,1310.5,1312.5,23398
82,2017-08-17T22:31:00+08:00,1311.5,1312.0,1311.5,1311.5,23352
83,2017-08-17T22:32:00+08:00,1310.5,1312.0,1310.5,1311.5,23354
84,2017-08-17T22:33:00+08:00,1311.5,1311.5,1311.5,1311.5,23354
85,2017-08-17T22:34:00+08:00,1311.5,1311.5,1311.5,1311.5,23358
86,2017-08-17T22:35:00+08:00,1311.5,1311.5,1310.5,1310.5,23358
87,2017-08-17T22:36:00+08:00,1310.5,1311.0,1310.0,1310.0,23356
88,2017-08-17T22:37:00+08:00,1310.0,1312.5,1310.0,1312.5,23362
89,2017-08-17T22:38:00+08:00,1312.5,1312.5,1312.5,1312.5,23360
90,2017-08-17T22:39:00+08:00,1312.5,1312.5,1312.5,1312.5,23366
91,2017-08-17T22:40:00+08:00,1313.0,1314.0,1312.5,1314.0,23370
92,2017-08-17T22:41:00+08:00,1314.0,1314.0,1314.0,1314.0,23370
93,2017-08-17T22:42:00+08:00,1314.0,1314.0,1313.0,1313.0,23368
94,2017-08-17T22:44:00+08:00,1312.0,1312.0,1312.0,1312.0,23342
95,2017-08-17T22:45:00+08:00,1312.0,1312.0,1312.0,1312.0,23342
96,2017-08-17T22:46:00+08:00,1311.5,1313.0,1311.5,1313.0,23344
97,2017-08-17T22:47:00+08:00,1313.5,1313.5,1312.5,1312.5,23346
98,2017-08-17T22:48:00+08:00,1313.0,1313.0,1313.0,1313.0,23346
99,2017-08-17T22:49:00+08:00,1313.0,1313.0,1313.0,1313.0,23344
100,2017-08-17T22:50:00+08:00,1313.5,1313.5,1313.5,1313.5,23342
101,2017-08-17T22:52:00+08:00,1312.5,1312.5,1312.5,1312.5,23342
102,2017-08-17T22:54:00+08:00,1313.5,1314.0,1313.5,1314.0,23342
103,2017-08-17T22:55:00+08:00,1314.0,1314.0,1313.5,1313.5,23342
104,2017-08-17T22:56:00+08:00,1313.5,1317.0,1313.5,1317.0,23300
105,2017-08-17T22:57:00+08:00,1318.0,1320.0,1316.0,1317.5,23292
106,2017-08-17T22:58:00+08:00,1316.0,1316.0,1315.0,1315.0,23288
107,2017-08-17T22:59:00+08:00,1314.5,1316.0,1314.5,1316.0,23286
108,2017-08-17T23:00:00+08:00,1316.5,1320.0,1316.5,1320.0,23286
109,2017-08-17T23:01:00+08:00,1320.0,1320.0,1317.0,1318.5,23296
110,2017-08-17T23:02:00+08:00,1319.0,1319.5,1319.0,1319.5,23296
111,2017-08-17T23:03:00+08:00,1319.0,1319.5,1319.0,1319.5,23282
112,2017-08-17T23:04:00+08:00,1320.0,1320.0,1319.5,1320.0,23278
113,2017-08-17T23:05:00+08:00,1320.0,1320.0,1319.5,1319.5,23246
114,2017-08-17T23:06:00+08:00,1318.5,1318.5,1318.0,1318.0,23244
115,2017-08-17T23:07:00+08:00,1318.0,1319.5,1318.0,1319.5,23242
116,2017-08-17T23:08:00+08:00,1319.5,1319.5,1317.5,1317.5,23222
117,2017-08-17T23:09:00+08:00,1317.5,1317.5,1316.5,1316.5,23210
118,2017-08-17T23:10:00+08:00,1316.0,1316.0,1316.0,1316.0,23208
119,2017-08-17T23:11:00+08:00,1317.0,1318.0,1317.0,1318.0,23210
120,2017-08-17T23:12:00+08:00,1317.5,1317.5,1315.5,1316.5,23204
121,2017-08-17T23:14:00+08:00,1315.5,1315.5,1315.5,1315.5,23204
122,2017-08-17T23:15:00+08:00,1315.5,1316.5,1315.5,1315.5,23212
123,2017-08-17T23:16:00+08:00,1317.0,1317.0,1317.0,1317.0,23214
124,2017-08-17T23:17:00+08:00,1315.5,1315.5,1314.5,1314.5,23208
125,2017-08-17T23:18:00+08:00,1314.5,1314.5,1314.5,1314.5,23204
126,2017-08-17T23:22:00+08:00,1314.5,1314.5,1314.5,1314.5,23206
127,2017-08-17T23:24:00+08:00,1312.5,1316.0,1312.5,1316.0,23202
128,2017-08-17T23:25:00+08:00,1313.0,1313.0,1312.5,1312.5,23194
129,2017-08-17T23:26:00+08:00,1312.5,1313.0,1311.0,1313.0,23184
130,2017-08-17T23:28:00+08:00,1313.0,1313.0,1310.0,1310.5,23156
131,2017-08-17T23:29:00+08:00,1310.5,1312.0,1310.5,1312.0,23126
132,2017-08-18T09:00:00+08:00,1312.0,1316.0,1312.0,1316.0,23090
133,2017-08-18T09:01:00+08:00,1314.5,1314.5,1312.0,1313.0,23082
134,2017-08-18T09:02:00+08:00,1315.0,1315.0,1315.0,1315.0,23084
135,2017-08-18T09:03:00+08:00,1313.5,1316.0,1313.5,1316.0,23076
136,2017-08-18T09:04:00+08:00,1313.5,1316.5,1313.5,1314.0,23096
137,2017-08-18T09:05:00+08:00,1314.0,1314.5,1313.5,1313.5,23098
138,2017-08-18T09:06:00+08:00,1313.5,1313.5,1313.0,1313.5,23088
139,2017-08-18T09:07:00+08:00,1313.5,1313.5,1312.0,1313.5,23078
140,2017-08-18T09:08:00+08:00,1312.0,1312.5,1312.0,1312.0,23068
141,2017-08-18T09:09:00+08:00,1312.0,1313.0,1312.0,1312.5,23062
142,2017-08-18T09:10:00+08:00,1312.0,1312.0,1311.5,1311.5,23060
143,2017-08-18T09:11:00+08:00,1311.5,1313.5,1310.5,1313.5,23012
144,2017-08-17T09:00:00+08:00,1291.0,1306.0,1290.0,1302.0,25848
145,2017-08-17T09:01:00+08:00,1302.0,1302.0,1294.0,1295.5,25750
146,2017-08-17T09:02:00+08:00,1294.0,1297.0,1292.5,1292.5,25716
147,2017-08-17T09:03:00+08:00,1292.5,1295.5,1292.0,1295.5,25702
148,2017-08-17T09:04:00+08:00,1295.0,1295.0,1293.0,1293.0,25692
149,2017-08-17T09:05:00+08:00,1293.5,1295.0,1293.0,1295.0,25684
150,2017-08-17T09:06:00+08:00,1294.5,1296.5,1294.0,1294.0,25652
151,2017-08-17T09:07:00+08:00,1294.0,1295.0,1293.5,1293.5,25630
152,2017-08-17T09:08:00+08:00,1293.5,1296.0,1293.5,1295.5,25618
153,2017-08-17T09:09:00+08:00,1295.0,1296.0,1294.0,1296.0,25592
154,2017-08-17T09:10:00+08:00,1294.5,1296.0,1294.0,1294.0,25588
155,2017-08-17T09:11:00+08:00,1295.0,1295.5,1294.0,1295.5,25588
156,2017-08-17T09:12:00+08:00,1294.0,1294.5,1293.5,1293.5,25594
157,2017-08-17T09:13:00+08:00,1294.5,1295.5,1294.5,1295.5,25590
158,2017-08-17T09:14:00+08:00,1295.5,1295.5,1294.0,1294.0,25570
159,2017-08-17T09:15:00+08:00,1294.5,1298.5,1294.0,1298.5,25550
160,2017-08-17T09:16:00+08:00,1298.5,1299.5,1296.0,1296.0,25510
161,2017-08-17T09:17:00+08:00,1297.5,1301.5,1297.0,1300.0,25518
162,2017-08-17T09:18:00+08:00,1301.5,1303.0,1299.5,1303.0,25498
163,2017-08-17T09:19:00+08:00,1303.0,1303.0,1301.0,1301.5,25482
164,2017-08-17T09:20:00+08:00,1301.0,1301.5,1299.0,1301.0,25460
165,2017-08-17T09:21:00+08:00,1301.5,1302.0,1300.0,1301.5,25410
166,2017-08-17T09:22:00+08:00,1301.5,1303.0,1300.5,1301.0,25398
167,2017-08-17T09:23:00+08:00,1302.5,1302.5,1301.0,1302.5,25398
168,2017-08-17T09:24:00+08:00,1302.5,1303.5,1301.0,1303.5,25372
169,2017-08-17T09:25:00+08:00,1303.0,1304.0,1302.0,1302.0,25362
170,2017-08-17T09:26:00+08:00,1302.0,1302.5,1301.5,1301.5,25368
171,2017-08-17T09:27:00+08:00,1301.5,1301.5,1300.0,1301.5,25354
172,2017-08-17T09:28:00+08:00,1300.5,1300.5,1298.0,1298.0,25346
173,2017-08-17T09:29:00+08:00,1299.0,1302.0,1299.0,1301.5,25338
174,2017-08-17T09:30:00+08:00,1302.0,1302.5,1299.0,1299.0,25366
175,2017-08-17T09:31:00+08:00,1299.0,1302.0,1299.0,1300.5,25384
176,2017-08-17T09:32:00+08:00,1300.5,1302.5,1300.0,1301.0,25342
177,2017-08-17T09:33:00+08:00,1301.0,1302.5,1301.0,1301.5,25340
178,2017-08-17T09:34:00+08:00,1303.0,1303.0,1301.0,1301.0,25346
179,2017-08-17T09:35:00+08:00,1303.0,1303.5,1301.0,1302.0,25322
180,2017-08-17T09:36:00+08:00,1301.0,1301.0,1299.5,1301.0,25318
181,2017-08-17T09:37:00+08:00,1301.0,1303.5,1300.5,1303.5,25334
182,2017-08-17T09:38:00+08:00,1303.5,1304.0,1302.0,1303.5,25334
183,2017-08-17T09:39:00+08:00,1303.0,1303.5,1303.0,1303.5,25334
184,2017-08-17T09:40:00+08:00,1303.5,1304.5,1303.5,1303.5,25348
185,2017-08-17T09:41:00+08:00,1305.0,1305.0,1304.5,1305.0,25328
186,2017-08-17T09:42:00+08:00,1305.0,1305.0,1305.0,1305.0,25344
187,2017-08-17T09:43:00+08:00,1305.0,1305.0,1303.5,1303.5,25364
188,2017-08-17T09:44:00+08:00,1303.5,1303.5,1302.5,1302.5,25364
189,2017-08-17T09:45:00+08:00,1304.0,1305.0,1302.5,1305.0,25378
190,2017-08-17T09:46:00+08:00,1303.0,1305.5,1303.0,1305.5,25386
191,2017-08-17T09:47:00+08:00,1305.0,1305.0,1304.0,1304.0,25380
192,2017-08-17T09:48:00+08:00,1303.5,1303.5,1303.0,1303.0,25394
193,2017-08-17T09:49:00+08:00,1303.0,1303.0,1302.5,1302.5,25392
194,2017-08-17T09:50:00+08:00,1302.0,1304.0,1301.5,1304.0,25462
195,2017-08-17T09:51:00+08:00,1304.0,1304.0,1303.0,1303.5,25466
196,2017-08-17T09:52:00+08:00,1303.5,1305.0,1298.5,1298.5,25284
197,2017-08-17T09:53:00+08:00,1302.0,1304.5,1300.0,1304.0,25302
198,2017-08-17T09:54:00+08:00,1304.5,1304.5,1303.0,1303.0,25306
199,2017-08-17T09:55:00+08:00,1302.0,1303.0,1302.0,1302.0,25316
